"name","ID","link","recommend","liked","disliked","experience","comment"
"Планшет Lenovo Idea Tab Pro with Matte Display 8/256GB WiFi Luna Grey + Pen (ZAE50114UA)","cc6e6fc31531cb47d7e1fcc48b531543","https://hotline.ua/ua/computer-planshety/lenovo-idea-tab-pro-with-matte-display-8256gb-wifi-luna-grey-plus-pen-zae50114ua/","рекомендує цей товар","Дисплей, звук, швидкодія, стилус, якість збірки, комплектація","кнопка на стилусі","кілька днів","Одразу зазначу що користувався ipad air 5 m1 + apple pencil 2 і samsung tab s9fe, тому є з чим порівнювати.
Купував для малювання. Були деякі побоювання стосовно планшету, через що дуже коливався в остаточному виборі.
З планшетом є повна комплектація! стилус + запасне перо, блок живлення на 45 вт, USb дріт, скріпка і інструкції.
Діставши планшет з упаковки був трохи збентежений розміром дисплею (на фотографії планшет лежить на 14 дюймовому ноуті) і були побоювання що він занадто великий. Вже в процесі налаштування відчув смак такого дисплею=)
Стосовно дисплею - він насичений і гарно передає кольори. 
Ще один безсумнівний плюс це матовий дисплей. Як на мене він більше збирає відбитки, але який же кайф коли під час користування відсутні відблиски і які класні відчуття під час використання стилусу. 
Стилус працює стабільно, не відвалюється. Рівні натиску працюють. Позиціонування точне. Так під час дуже повільного ведення стилусу по діагоналі присутні коливання, але в реальному використання це майже не відчувається. Також відсутні точки на початку лінії при малому натиску - це плюс, який мене трохи здивував. Порівнюючи попередній досвід можу сміливо сказати, що планшет дуже класно справляється з малюванням.
Із мінусів це кнопка на стилусі, яка може виконувати тільки ті функції які були закладені виробником. Виправте цей недолік і це буде топ рішення за свої гроші. 
За допомогою фірмового софту можна налаштувати цікаву синхронізацію з пк, дуже сподобався варіант другого дисплею, чи використання додатків на ноуті - такий собі шаринг. 

Звук - бомба, фільми дивитись одне задоволення. 
Хоч планшет купувався для зовсім інших цілей, але для тесту завантажив пабг, код і геншин - все йде, планшет навіть не нагрівається.

Автономність - витримує цілий день постійного використання. З комплектним блоком живлення заряджається швидко із всіма іншими блоками товаришує погано.
Як на мене планшет з легкістю замінить робочий пристрій."
"Планшет Lenovo Yoga Tab Plus 16/256GB WiFi Tidal Teal + Pen (ZAEG0103UA)","3b9ad34a34055823a7b5cc286dfc74c9","https://hotline.ua/ua/computer-planshety/lenovo-yoga-tab-plus-16256gb-tidal-teal-plus-pen-zaeg0103ua/","рекомендує цей товар","Дизайн, електронне перо, 144 Гц частота оновлення, якісні матеріали виготовлення, комплектація","Зависока ціна, немає слоту для карти пам'яті","кілька днів","Це гарний варіант у якості мультимедійного пристрою із непоганою комплектацією. Правда коштує такий девайс доволі дорого та й пам'ять розширити тут не вдасться нажаль"
"Планшет Lenovo Tab P11 (2nd Gen) 6/128GB LTE Storm Grey (ZABG0019UA)","dabe5e06632c99e7125c9e1e32d80555","https://hotline.ua/ua/computer-planshety/lenovo-tab-p11-2nd-gen-6128gb-lte-storm-grey-zabg0019ua/","не рекомендує цей товар","Екран","Постійно відпадає  wi-fi","кілька місяців","Така сама байда. Постійно відпадає  Wi-Fi.
Змушена сімку відключати, коли на Wi-Fi."
"Планшет Lenovo Tab P12 8/128GB Wi-Fi Storm Grey (ZACH0101UA)","36f5b13f24f08716a1b7d36d1831eebc","https://hotline.ua/ua/computer-planshety/lenovo-tab-p12-8128gb-wi-fi-storm-grey-zach0101ua/","не рекомендує цей товар","Гарний дизайн, Швидкий, Великий Екран","Є глічі у оболонці Андроїда, За майже рік, залишилось 20 днів до закічення гарантії - замінили два рази дислей, перший раз пішли полоски, другий стався тиждень тому - почав лагати сенсор..На телефоні 2016 року камера краще ніж у планшеті, але купував не як фотоапарат","рік і більше",""
"Планшет Lenovo Legion Tab 12/256GB Storm Grey (ZACW0027UA)","a066387a4e44afb6da3540d04c4fe31c","https://hotline.ua/ua/computer-planshety/lenovo-legion-tab-12256-storm-grey-zacw0027ua/","рекомендує цей товар","Размер, экран, железо","цена","кілька днів","Планшет пушка! Очень удобно держать в руках. Тянет все игры. Никаких фризов, лагов.
До этого были iPad Mini 2, 4, 5. 6ой и 7ой даже не рассматривал к покупке после многих видео-обзоров данного планшета. Это небо и земля. Никакие ""миники"" и рядом не стоят по сравнению с этим девайсом. Lenovo Топ, очень хорошо постарались. В данном размере конкурентов практически нет! Но! Есть одно большое Но - это цена! Это единственный минус данного планшета. В остальном, экран настолько классный что не передать словами. 120-144 Герца это просто Топ!"
"Планшет Lenovo Tab P12 8/128GB Wi-Fi Storm Grey (ZACH0101UA)","36f5b13f24f08716a1b7d36d1831eebc","https://hotline.ua/ua/computer-planshety/lenovo-tab-p12-8128gb-wi-fi-storm-grey-zach0101ua/","рекомендує цей товар","швидкий, великий, яскравий, вмісткий, бюджетний","суттєвих недоліків не виявив","кілька тижнів","Планшет приємно здивував! Вибір був між apple та більш бюджетними варіантами. І я не пошкодувала, що обрала саме цей планшет. Отже, почнемо з того, на що першим звертаєш увагу - розмір! Даний планшет великого розміру і з насиченими кольорами, що забезпечить комфортний перегляд фільмів. Також плюсом є те що він в міру тонкий та легкий, тож моїй дитині для гри він також підійшов. Дуже швидка зарядка. До речі, в комплекті є і кабель, і блок живлення, і ще й стілус. Тим, хто планує купувати цей планшет, рекомендую одразу придбати чохол, бо задня панель доволі швидко забруднюється відбитками пальців."
"Планшет Lenovo Xiaoxin Pad 2022 4/64GB Wi-Fi Grey (ZAAM0078)","46c1c79cdbb612d10e40862b462a44ad","https://hotline.ua/ua/computer-planshety/lenovo-xiaoxin-pad-2022-464gb-wi-fi-grey-zaam0078/","рекомендує цей товар","Все сподобалось:.1) Екран яскравий та має дуже сочну картинку.2) Потужність - тягне плавно Diablo Immortal(але потрібно загрузити весь контент перед цим), тягне емулятор Playstation 2 з немалою бібліотекою ігор(при відключеннях світла так його й використовую)..3) Автономність - на перегляду фільмів на повну яскравість тримає до 6-8 годин, в темну пору при зменшеній яскравості + 2-4 години.4) Звук - гучний як якась блютуз колонка, звук якісний і чистий.5) Камери якісні що можна й робити непогані знімки","Тут вже проблема всіх планшетів що не добавляють ще додаткові порти USB, хоча б два мінімум щоб було.Щось немає обнов для цього продукту від Lenovo","рік і більше","Перед покупкою я завжди вибираю з купи товарів перелистуючи купу інформації порівнюючи технології та характеристики виробу. На той час цей планшет був ідеальним варіантом з заділом на майбутнє за характеристиками. Купив і не жалію бо планшет достойний, надійний. Докупив туди ще памяті, захисний чохол-книжку трансформер, наклеїв плівку, все руки не дійдуть купити мобільну малу блютуз клавіатуру. 
Рубилися з товаришем на ньому в Quake 2, Flatout 2, Mortal Kombat 3 та купу всього через емулятори один проти одного і в такі іграшки що не кожен планшет за такі гроші потягне.
Планшет актуальний і на сьогоднішній день з такими характеристиками і буде й ще"
"Планшет Lenovo Legion Tab 12/256GB Storm Grey (ZACW0027UA)","a066387a4e44afb6da3540d04c4fe31c","https://hotline.ua/ua/computer-planshety/lenovo-legion-tab-12256-storm-grey-zacw0027ua/","рекомендує цей товар","Шустрий, приємний екран, швидка зарядка, якісні матеріали, наявність слоту на карту пам'яті, прикольно що є 2 юсб порти і відео вихід на одному з них, дуже непогані динаміки, компактний, малі рамки, корпус приємний на відчуття","Відсутність GPS, мала ємність батареї, слабуваті камери","кілька місяців","Збалансований планшет для роботи/ігр, має майже всі необхідні інтерфейси(крім gps) Майже ідеальний для тих, хто хоче невеликий екран (8...9 дюймів) і хорошу начинку. З критичного то тільки батарея розчарувала, - дуже мало тримає у всіх режимах роботи, в цьому плані якось не оптимізовано.
2 юсб порти дозволяють зручно користуватися планшетом під час зарядки або обхідного живлення(тут є режим наскрізної зарядки)
Динаміків 2 шт, проте грають краще більшості планшетів де їх 4 і більше
Екран чіткий, дається взнаки висока роздільна здатність.
Особливих претензій до нього не маю, покупкою задоволений. Користуюся в купі з рідним чохлом і стилусом."
"Планшет Lenovo Tab P11 (2nd Gen) 6/128GB LTE Storm Grey (ZABG0019UA)","dabe5e06632c99e7125c9e1e32d80555","https://hotline.ua/ua/computer-planshety/lenovo-tab-p11-2nd-gen-6128gb-lte-storm-grey-zabg0019ua/","не рекомендує цей товар","Якісний екран та звук","Неможливо-нестабільна робота вайфая .Користуватися планшетом за призначенням неможливо. .Компанія lenovo нічого не робить щоб підтримати клієнта","рік і більше","Всі переваги цього планшета зводяться на нуль через те що планшета є величезний недолік – модуль wi-fi відключається сам по собі. Відключається безсистемно і нічого не допомагає вирішити проблему. 


Планшет відпрацював ровно гарантійний термін і після почалися глюки. 

Планшет був у чохлі не падав використовували ми його дуже обережно. 

Судячи по коментарям в Польщі Англії Америці ця проблема у великої кількості людей. 

Підтримка lenovo всім радить одні і ті самі безпорадні алгоритми дій які не допомагають. 

Один хлопець з Польщі навіть зібрався подавати в суд через те що компанія lenovo забиває болт на користувачів. 

Півроку неможливої роботи цього девайса змушують мене взагалі в подальшому відмовитись від використання цього бренду. 

Мене вже втомили ці постійні перепідключення на мобільний інтернет і витрачання додаткових грошей через це. 

Додаю фото коробки працівники компанії lenovo могли переконатися що виріб куплений офіційно в Україні. 

ГАНЬБА!!!"
"Планшет Lenovo Xiaoxin Pad 2024 8/128GB Luna Grey (ZAD70001CN)","1ab9975a8e661b9c2059c7167cf29731","https://hotline.ua/ua/computer-planshety/lenovo-xiaoxin-pad-2024-8128gb-luna-grey-zad70001cn/","рекомендує цей товар","Дизайн, дисплей, величина оперативної пам'яті","Ціна у місцевих продавців","кілька тижнів","Користуюся планшетом вже кілька тижнів. Дуже подобається його лаконічний преміальний дизайн. 
Корпус виготовлено з металу. 11-дюймовий дисплей хорошої якості. Звичайно, це не айпад, але щоб побачити пікселі треба придивлятись. Кольори чудові. Рамки відносно тонкі. Тримати у руках приємно. Він не важкий. 
Про всяк випадок придбав для цього планшету ще чохол, захисне скло, блютуз-клавіатуру та стилус. 
Я вже давно не користувався планшетами, тому не знаю чи це щось нове, але дуже сподобався режим ПК, коли дисплей планшету набуває комп'ютерного інтерфейсу і можна відкривати і переміщувати різни вікна.
Автономність планшету середня і залежить від сценаріїв використання. При більше менш інтенсивному безперервному використанню вистачає годин на 7-8. Якщо просто лежить і тільки іноді ним трохи користуватися, то можна розраховувати на дні, може тиждень.
Цей планшет має багато оперативної пам'яті, а от процесор не дуже потужний. Його буде абсолютно достатньо для перегляду ютюбу чи користування браузером, але для вимогливих ігор він не дуже підходить. Наприклад, у фіфу 24 на ньому грати можна, але відчувається, що йому вже не вистачає потужності.
Камери 2 - передня і задня. Вони непогані, мають середненьку якість.
На жаль, нещодавно у мене з'явилась проблема з установленням нових програм з плей маркету і з оновленням вже встановлених. Раніше усе працювало, а зараз зробити це стало неможливим. Хоча я не пам'ятаю, щоб я робив щось, що могло на це вплинути. Варіанти вирішення, знайдені в інтернеті не допомогли. Буду далі думати як це виправити.
Якщо не брати до уваги цю мою особисту проблему з цим планшетом і завищену ціну в Україні, то загалом від класний - стильний, якісний, зручний. Однозначно рекомендую."
