"name","ID","link","recommend","liked","disliked","experience","comment"
"Смартфон realme Note 60 4/128GB Marble Black","9a809ae131268a3e65edb11c246ef624","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/realme-note-60-4128gb-marble-black/","рекомендує цей товар","Гарний, швидкий та не перевантажений інтерфейс (завдяки легкому лаунчеру Realme UI), камера та великий непоганий IPS екран як для супербюджетника, чохол та зарядка в комплекті, на екрані захисна плівка, ціна","Невже підтримка швидшої зарядки більше ніж 10w настільки б здорожчила телефон, що виробник відмовився від неї, вважаю невиправданою економією","кілька годин","Один з найкращих супербюджетників на сьогодні, порівнював із трохи старшим Realme Note 50 4/128. З коробки в Note 60 вже є Android 14, у Note 50 був 13 та з часом прийшло оновлення до 14-го, тож є надія, що Note 60 теж оновиться але вже до Android 15. Загалом різниця в цих двох телефонах лише в зовнішньому оформленні, основній камері (32Мп проти 13Мп на користь новішої моделі) та новішим Android і менш урізаною оболонкою в Note 60. Процесор бюджетний хоч і мінімально достатній для серфінгу та соцмереж Unisoc T612, а це 2 ядра А75 на 1,8ГГц та 6 ядер А55 на 1,8ГГц, в Antutu своїх 250-260 тис. балів набирає, дисплей достатньо яскравий, великий 6,7 дюймів та 90Гц (але не всюди — в деяких сценаріях використання міняє і на 60Гц), шкода що всього лише HD+, хоча картинка не сильно пікселізована. Камери основна на 32Мп з допоміжною камерою для портретної зйомки на 0,8Мп, селфі камера — 5Мп. Знімає відео 1080P на 30 кадрів/с. На вулиці при ясному дні фото досить хороші. Подобається що в корпусі зменшилась кількість глянцю на задній кришці, також є захист IP64 і сертифікат надійності TÜV Rheinland. Підтримує WI-FI ac та ax та 2,4 і 5ГГц. Сім лоток підтримує карту пам’яті та дві сімки. Смартфон загалом не викликає ніякого відчуття супербюджетності, може трохи дискомфортом бути заряджання, яке при батареї 5000 mAh триватиме аж три години. Телефон дуже хороший за свої гроші, тож для батьків дітей, чи невибагливих користувачів цілком підійде."
"Смартфон realme C61 6/128GB Dark Green","fc723b691c1c17f3184e78a908c15b29","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/realme-c61-6128gb-dark-green/","рекомендує цей товар","Працює плавно, яскравий екран, зарядка на 15w в комплекті, чудовий дизайн, ціна","Unisoc T612 підтримує пам'ять UFS, але виробник ""зажав"" і тут MMC","кілька годин","Смартфон трохи дорожчий від Realme Note 50, який теж розглядав для покупки, однак різниці у своїй вартості вартий. Екран 6,7 дюйма з роздільною здатністю HD+, сильна зернистість не спостерігається, але і немає через невисоке розширення екрана навантаження на процесор. Проц тут Unisoc T612, в Antutu 250 000 балів. З WI-FI тут 802.11 a/b/g/n/ac, є NFC. Відрізняється від молодшої моделі Note 60 камерою (50Мп проти 32Мп, та селфі 8Мп проти 5Мп), потужнішою зарядкою на 15W (проти 10W), наявністю NFC та на 2ГБ більшою оперативною пам’яттю. За допомогою певних програм (AIDA, Phone Chek) перевірив скільки залишається оперативки вільної для користування — 2ГБ з’їдає Android і 4ГБ маємо для багатозадачності. Загалом єдине що тут найслабше, так це процесор, оскільки можна було б встановити, наприклад Helio G99, який набагато кращий від цього, тож буде запас по потужності, або ж хоча б Helio G85, який теж древній, але GPU має потужніше, тож для ігор кращий би був. Для серфінгу в інтернеті, соцмереж та легких ігор (Asphalt 9, NFS No Limits) підходить пречудово."
"Смартфон realme 11 Pro 8/256GB Astral Black","2b3a7946eb5778b0f332018684b105a2","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/realme-11-pro-8256gb-astral-black/","рекомендує цей товар","дизайн..быстрота работы,экран.оптостаб, стерео звук,запись звонков, приятная оболочка без рекламы","батарею хотелось бы пожирней.с зумом больше 5 крат получается мыло","кілька місяців","Долго выбирал между ним и Реалме 11 обычным..но все таки опыт с дешевым Хонором 8s прайм дал о себезнать , докинул деньги взял более стоящий аппарат..после Хонора скорость мобильного инета выросла в 3 раза на той же самой симке в тех же условиях..приложения летают"
"Смартфон realme C67 6/128GB Black Rock","57f66b4fff041c77dfe1726420a834c8","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/realme-c67-6128gb-black-rock/","рекомендує цей товар","Snapdragon 685 в достатньо бюджетному телефоні, чудова, функціональна але не громіздка оболонка Realme UI, зарядка на 33Вт та чохол в комплекті, якісний екран","Шкода що не підтримує Wi-Fi 802.11ac","кілька днів","Телефон на основі процесора Qualcomm Snapdragon 685, який складається з чотирьох ядер Cortex-A73 з тактовою частотою 2,8 ГГц і чотирьох енергоефективних ядер для легких задач Cortex-A53 з частотою до 1,9 ГГц, відеоядро Adreno 610, в Antutu проц набирає більше трьохсот тисяч балів. Оболонка від Realme легка і більше мені подобається ніж Xiaomi, оскільки в Realme UI теж можна багато що налаштувати, навіть форму та розмір ярликів встановлених додатків можна змінювати, однак оболонка не обтяжена, з оперативки забирає трохи більше 2ГБ пам’яті, тож приблизно 3,5ГБ у вашому розпоряджені. Оболонка по своїй легкості нагадує самсунгівську. Екран величезний — IPS на 6,72 дюйми, підтримує частоту оновлення 60Гц та 90Гц, однак 60 можна встановити як постійним показник, а от 90 працює лише як авто і змінюється в залежності від навантаження вибором системи. Біля фронтальної камери є інформативний острівець типу як у Iphone, але як на мене, особливої користі від нього немає. Комплектація чудова: в комплекті зарядка на 33Вт, кабель, силіконовий чохол і скрепка. Wi-Fi підтримує IEEE 802.11ac, є NFC, чутливий до спутників GPS, є стереодинаміки, досить непогана камера на 108Мп, яка при нормальному освітленні робить суперові знімки. Батарея при не напряжному користуванні у мене протрималась три дні. Чудовий і як на свій бюджет дуже потужний смарт, із потужним та енергоефективним процесором на 6нм Snapdragon 685 в бюджетному сегменті телефона не знайдеш. Можна хіба придбати Tecno чи Infinix, але їхнім оболонкам ще дуже далеко до Realme UI, яка і легка і функціональна."
"Смартфон realme Note 50 3/64GB Sky Blue","bb302544418ebc7364001cd1465d76e1","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/realme-note-50-364gb-sky-blue/","рекомендує цей товар","1. Дизайн.2. Якість збирання.3. Комплектація. Є чохол і плівка на екрані. А також зарядка.4. Роз'єм Type-C.5. Пршивка. Повноцінний андроїд.6. Процессор.7. в мінімальній комплектації 64гб.8. Бічний сканер працює дуже швидко.9. Повноцінний лоток з флешкою та двома сім картами.10. Ціна.11. 90 герц частота розгортання..12. Батарейку тримає дві доби при примусових 90гц","1. Китайські версії блокують по зв'язку тому потрібно бути обережним і купувати глобальні..2. пам'ять EMMC 5.1.3. Відео на фронтальну камеру тільки 720р","кілька тижнів","Спочатку взяв батьку чорний такий смартфон. Спостерігав за тим як він ним користується. Іноді сам корисутвався. Дуже сподобався. Так що замовив ще й синій собі в якості другого смартфона. Перший взяв за 2850. Другий за 3460.В цілому за такі гроші дуже классний телефон. 
1. Екран. Хоч при такій діагоналі всього лише HD+ - але я зерна не бачу + це меньше навантаження на процессор.
2. Якість зв'язку навіть де дуже погане покриття відмінна. 
3. Динаміки гучні.
4. Пам'яті якщо не грати в ігри з головою навіть 3/64.
5. Батарейки вистачає на дві доби спокійно навіть якщо через сет едіт виставити постійно 90 герц.
6. За такі гроші потужний процессор.
7. По збірці все монолітно. Нічого не скрипить та не люфтить.
8. Сканер як і розпізнавання по обличчю спрацьовують моментально
9. Повноцінний андроїд в якому нічого не вирізано. Спрощена тільки фірмова оболонка від рілмі.
10. Основної камери вистачить на хороші фото при хорошому освітленні. Інша звичайна маркетингова затичка тому там ззаду по факту тільки одна камера. Мінус тільки в тому що фронтальна камера має максимальну якість 720р. 

В цілому телефон шустрий без тормозів чи моментів коли він міг би довго думати."
"Смартфон realme 11 Pro+ 12/1TB Sunrise Beige","9ff7511542c49d312c63b300547d0cf0","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/realme-11-proplus-121tb-sunrise-beige/","рекомендує цей товар","За 360$ отримуєте флагманський андроїд з 1 Tb пам'яті!.Оперативна пам'ять: 12Gb.Процесор: Dimensity 7050 (6 nm) 5g.Вбудована пам'ять: 1024Gb.Ємність аккумулятору: 5000mah.Частота оновлення 120 Гц.NFC (треба уточнювати у продавця","немає української в китайській версії, багато китайських програм (проте вони легко видаляються","кілька годин","Все добре, оператор пояснив відмінності від глобалки, все налаштували, плівку наклеїли, перехідних поклали, мову і клавіатуру поставили російськи - це єдиний мінус. Рекомендую! Телефон бомба!"
"Смартфон realme 9 Pro 6/128GB Aurora Green","688b4373bc53b2692d93a601a6db0c47","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/realme-9-pro-6128gb-aurora-green/","рекомендує цей товар","Класний безглючний апарат","","кілька місяців","Вийшов збалансований апарат. Процесор енергоефективний і одночасно продуктивний (середня продуктивність). Старший брат на процесорі від медіатек і як на мене не зовсім вдале поєднання. Цей краще. Екран 120 Гц, гарна пердача кольорів. Акумулятор в 5000 мА вистачає більш ніж на добу активного використання. Камера вище середнього рівня. Для пересічного користувача - гідний апарат."
"Смартфон realme 10 8/256GB Rush Black","eb310dcc00df4d75dade9708bae9dee7","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/realme-10-8256gb-rush-black/","рекомендує цей товар","Очень оригинальный цвет смартфона, довольно таки тонки, прозрачный чехол идет в комплекте, быстрая зарядка(очень удобно), не глючит, памяти то что нужно, батарея держыт гуд","не нашел, за такую цену их вообще не существует","кілька місяців","Мне понравился внешний вид, цвет очень оригинальный. В смартфоне достаточно памяти, и мне пока не нужно больше, батарея отлично держит. Понравалось, что в комлекте идет быстрая зарядка и еще чехол прозранчый в комплекте. Изначально наклеена на телефон пленка, смартфоне не глючит, игры летают, я довольный его шустростью. Камера средняя, за такие деньги пойдет. Я в общем очень доволен остался покупкой, Смартфон realme 10 8/256GB это топчик в своей ценовой категории"
"Смартфон realme C67 8/256GB Black Rock","27659bc41bb5f421ec48578409992778","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/realme-c67-8256gb-black-rock/","рекомендує цей товар","Непоганий проц, багато пам'яті як оперативної так і постійної, чудова оболонка Realme UI, нормальна ціна з погляду на всі ці характеристики","Без недоліків","кілька тижнів","Дуже подобається мені цей смарт як цікавими характеристиками в бюджетному сегменті, а особливо чиста (порівняно з MIUI в попередньому телефоні) оболонка  - Realme UI, яка і забезпечує плавну роботу телефону. Так, Snapdragon 685 хоч і не супер потужний проц, але на не обтяженій оболонці чудово себе показує, набирає в Antutu v10.2.9 аж 274540 балів. За невеликі гроші маємо 8/256ГБ, екран 6,72дюйми (для когось може бути недоліком), 90Гц, виріз фронтальної камери вже не крапелькою, а кружечком, камера ця 8Мп. Також основна камера тут 108Мп. з трьохкратним зумом, та 2Мп. Відеозйомка - FullHD 30кадрів/с. Є стереодинаміки, Type-C порт для зарядки, підтримує швидку зарядку 33W і швидкісний блок теж в комплекті, сам корпус менше 8мм товщиною, хоча вмістився акумулятор стандартний - 5000мАг. Підтримує Wi-Fi 2.4 та 5 ГГц, Bluetooth 5.0, NFC. Також має, подібний як у Iphone ""острівець"" на екрані біля вирізу камери, де відображається додаткова інформація: сповіщення, час, керування плеєром, також є водонепроникність класу IP54. Подобається як технічними характеристиками, так і зовнішнім виглядом."
"Смартфон realme C53 6/128GB Mighty Black","a62aec2e4f397a7d6248b30375c589c6","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/realme-c53-6128gb-mighty-black/","рекомендує цей товар","Хорошее соотношение цены к качеству, удобный в использовании, батарея держит 1-2 дня (средней нагрузке), есть быстрая зарядка, динамики норм, дизайн классный","не нашел","кілька тижнів","Понравился дизайн телефона, солидно смотрится, батарея держит норм заряд, при этом есть функция быстрой зарядки, камера средняя, разговорный динамик класный, звязь ловит гуд, не глючит, шустрый, не подтормаживает, я в общем довольный смартфоном"
