"name","ID","link","recommend","liked","disliked","experience","comment"
"Планшет Blackview Oscal Pad 10 8/128GB 4G Dual Sim Diamong Grey (6931548310969)","38b23ee8dedb8b354f21a9495a4e51b3","https://hotline.ua/ua/computer-planshety/blackview-oscal-pad-10-8128gb-diamong-grey/","рекомендує цей товар","Комплектація, ""чистий"" андроїд, доступна ціна, яскравий дисплей","Камери, час роботи","кілька тижнів","Бюджетний планшет для різноманітних але простих задач, запускати серйозні ігри тут не вийде точно"
"Планшет Blackview Tab 60 Pro 8/128GB Blue","0fa71807ecc81d914b16b876ba4c1e0e","https://hotline.ua/ua/computer-planshety/blackview-tab-60-pro-8128gb-blue/","не рекомендує цей товар","Дизайн, комплектація","Через 1 місяць вимкнувся і перестав вмикатися","кілька місяців",""
"Планшет Blackview Mega 1 12/256GB Space Grey (6931548317173)","a98d0df5b42b403aa9334598d6511546","https://hotline.ua/ua/computer-planshety/blackview-mega-1-12256gb-lte-space-grey/","рекомендує цей товар","Екран! Якість картинки відмінна. Швидкість - відмінна. Звук теж хороший","Камера у всіх планшетів - слабе місце. Але це не критично. Все нормально для школяра","кілька годин","Задоволений планшетом. Прекрасний вибір для школяра з його онлайн-навчанням."
"Планшет Blackview Mega 1 8/256GB Space Grey (6931548317142)","b624a3661b8e385a56b5f66e4fc2224c","https://hotline.ua/ua/computer-planshety/blackview-mega-1-8256gb-lte-space-grey/","рекомендує цей товар","Ціна, комплектація, якісь","За час використання не виявив","кілька місяців","Дуже хороший варіант за гарну ціну проти аналогів конкурентів."
"Планшет Blackview Active 8 Pro 8/256GB LTE Black (6931548313724)","97c5a41d10e1b04c7b433acd0eea71e9","https://hotline.ua/ua/computer-planshety/blackview-active-8-pro-8256gb-lte-black/","рекомендує цей товар","процессор MTK G99 + 8 gb ОЗУ дают неплохую производительность. Огромная батарея","Авто яркость слишком занижает яркость экрана в помещении","кілька тижнів","Отличный планшет с хорошей производительностью и большой батареей именно то что я и искал. Меня даже вес в почти 1 кг не смутил)"
"Планшет Blackview Active 8 Pro 8/256GB LTE Orange (6931548313731)","e3ce80b07562eefa4ba86e38d06a5336","https://hotline.ua/ua/computer-planshety/blackview-active-8-pro-8256gb-lte-orange/","не рекомендує цей товар","Планшет крутий сам по собі. Все круто але","Через півтора місяці з'явились фантомні натискання - єкран зійшов з глузду. Магазин ремонтувати відмовився бо в них гарантія місяць. Що з ним робити незрозуміло. Не били не стукали. Користувались дуже обережно. Обережніше ніж телефонами. Дивно писати таке про захищений гаджет","кілька місяців",""
"Планшет Blackview Oscal Pad 18 12/256GB Grey","46e9268271fbddc298f8369f25301e6f","https://hotline.ua/ua/computer-planshety/blackview-oscal-pad-18-12256gb-grey/","рекомендує цей товар","Співвідношення ціна - якість, тривалість роботи","Камера жахлива","кілька днів","Батарея тримає добре, але кількість у статус барі показує невірно. Та це дрібниці. Камера тут - хай буде, гарні фото не знімете. 
Для роботи та пограти у легкі ігри підійде."
"Планшет Blackview Oscal Pad 10 8/128GB 4G Dual Sim Moonlight Silver (6931548310976)","95deffa43c4533084830c30942261187","https://hotline.ua/ua/computer-planshety/blackview-oscal-pad-10-8128gb-4g-dual-sim-moonlight-silver/","рекомендує цей товар","Захисне скло і чохол в комплекті","Кришка чохла з 3 частин, підставка виходить трикутна і слабкуваті магніти для ваги планшета","кілька місяців","Нормальний планешт, купували дитині для відео. Працює чудово, без глюків.
З коробки Захисне скло і чохол в комплекті - не потрібно шукати підбирати окремо, упакували і все ок.
Кришка чохла з 3 продольних частин, підставка виходить трикутна і слабкуваті магніти для ваги планшета - коли тицяєшь по екрану планшет може перехилитись або підставка розкритись. Проте для елементарного захисту і просто щоб запустити відео і він стояв - цілком достатньо.
Екран хороший - відкликається на всі манупуляція, яскравий і потужність підсвітки має досить широке регулювання. 
Якщо потрібно для звичайних функцій - рекомендую."
"Планшет Blackview Oscal Pad 10 8/128GB 4G Dual Sim Mint Green","9b0319cfaf98f6589b6f35c161fd7eb9","https://hotline.ua/ua/computer-planshety/blackview-oscal-pad-10-8128gb-4g-dual-sim-mint-green/","рекомендує цей товар","Дуже сподобалось що за таку ціну велика пам'ять для дитина дуже підходить скасує ігри вже більше 150 додатків,не лагає, дуже гарний як для такої ціни .Швидка зарядка, заряду вистачає на довго","Погана якість передньої камери, і не дуже добра задньої","кілька місяців","Рекомендую для дитина саме те грати в ігри та дивитися відео підходить 
Зарядка йде в комплекті"
"Планшет Blackview Tab 6 3/32GB LTE Macaron Blue (6931548308119)","f01efc11c6a44eacf87dc05dccb21aa9","https://hotline.ua/ua/computer-planshety/blackview-tab-6-332gb-lte-macaron-blue/","не рекомендує цей товар","LTE, Наличие сим слота и слота micro SD, Память 3/32GB, Андроид 11, WiFi 5, Зарядка USB C , Поддерживает зарядку 5В 2А, Стерео динамики. Экран IPS, Емкость батареи 5580 мАч, Bluetooth 5.0","Очень слабый процессор. Жутко тормозит интерфейс. Маленькая скорость WiFi 5. Никудышное разрешение экрана. Видно пиксели. Два динамика только с одной стороны","кілька місяців","Цена соответствует качеству. Не рекомендую к покупке."
