"name","ID","link","recommend","liked","disliked","experience","comment"
"Смартфон DOOGEE N40 Pro 6/128GB Blue","b932730a40f15f72ac5200ac92df4fe0","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/doogee-n40-pro-6128gb-blue/","не рекомендує цей товар","доступная цена","камера ужас.глючит карта памяти","рік і більше","Дешевый телефон от китайского производителя третьего эшелона. В реале цвет ближе к черному, чем к синему. Материалы дешевые, даже стекло камеры без олеофобного покрытия, чего сегодня другие производители не позволяют себе делать в бюджетных моделях. Экран обычный IPS, аккумулятор повышенной ёмкости, долго заряжается, а вот работает телефон не очень долго, впрочем, на день мне хватает с запасом. Фотографирует телефон ужасно, такого отвратительно качества фотографий я давно не видел :-( Если вы думаете, что вы не фотолюбитель и вам сойдёт, ошибаетесь, камера не справляется даже в идеальных условиях, пересветы, шум, мазня, отсутствие резкости помешает использовать камеру и для технических снимков объявлений, ценников и т.д. Однажды нужно было считать камерой QR-код на почтомате, ничего не получилось. Карту памяти установить в качестве внутренней памяти невозможно -- вроде, устанавливается, форматируется, программы переносятся, но при следующем перезапуске телефона карта теряется и её нужно инициализировать снова и так по кругу. Думал, проблема в карте, купил ещё одну, потом одолжил для проверки третью, но ситуация не изменилась, дело явно в телефоне. В качестве съёмного накопителя карта работает. За всё время телефон ни разу не предлагал обновить прошивку. В общем, как единственным основным телефоном, им пользоваться невозможно, к покупке категорически не рекомендую."
"Смартфон DOOGEE S Cyber 8/256GB Red (6923740212431)","42f6903e4b409d817f7600f4df81cc55","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/doogee-s-cyber-8256gb-red/","рекомендує цей товар","Захист, якість, автономність","Відсутнє кріплення для ремінця","кілька днів","Попередній телефон (Doogee s88 Max) прослугував 3,5 роки. Він пережив такі падіння, що інший не витримає. Але його випадково переїхав танк. Навіть такі телефони до такого не готовлять. Цей трохи краще по характеристикам, але впевнений, що такий-же міцний. Береш в руку-маєш річ! Хто такими користується мене зрозуміють."
"Смартфон DOOGEE X96 Pro 4/64GB Red","6077e0c8d39d503c68fddf6c5d98e39c","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/doogee-x96-pro-464gb-red/","не рекомендує цей товар","Великий екран. Довго тримае заряд","Після року експлуатаціі перестав працювати слот SD card - всі данні на карті памяті  було втрачено.( Обов""язково переодично перекидайте на комп фото і інші корисні файли).Нову SD card вже не бачить. Без карти памяті постійно пише повідомлення, що не вистачае місця для установки нових застосунків, хоча диспечер файлів показуе, що вільного місця більше 20 гігабайт. . Окремо про камеру. Працюе тільки автофокус - дуже погано.Ручного фокусу не перебачено, тому при зйомках відео зображення не стабільне-то розмиваеться то стабілізуеться, і це при зйомці з використанням штатива. При зйомці з рук ще гірше-даремно потрачений час і нерви. Особливо, якщо знімаете для блогу чи ютубу якийсь матеріал-декілька раз будете перезнімати. Сторонні додатки не вирішують цю проблему","рік і більше","Не рекомендую до покупки данний товар."
"Смартфон DOOGEE S51 4/64GB Vibrant Green","5ecc24b7fe0f0d380bf983afef3ac509","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/doogee-s51-464gb-vibrant-green/","рекомендує цей товар","да","пока проблем нет","кілька тижнів","выбрал doogee s51 4/64gb vibrant green.  пользуюсь больше двух недель. испытал навигатор, ведёт хорошо."
"Смартфон DOOGEE S100 12/256GB Classic Black","e39d4ccb0b3ed829b8bc4cb6493b80e6","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/doogee-s100-12256gb-classic-black/","рекомендує цей товар","Формфактор, дізайн, гучний","Відсутнє","кілька тижнів",""
"Смартфон DOOGEE S51 4/64GB Classic Black","ae79d3a513bf37809597b5e233db2f81","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/doogee-s51-464gb-classic-black/","рекомендує цей товар","Скорость работы.Не плохие камеры.Большой аккумулятор","пока не обнаружил","кілька місяців","За такие деньги отличный,защищенный телефон."
"Смартфон DOOGEE S97 Pro 8/128GB Orange","3c5916a85c36f5c5bc972410003829eb","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/doogee-s97-pro-8128gb-orange/","не рекомендує цей товар","не сподобався","проробив 2 години i заглючив","кілька годин","нерекомендую краще щось друге купити"
"Смартфон DOOGEE N40 Pro 6/128GB Black","058da7726d2743c4633d8d23c13ede37","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/doogee-n40-pro-6128gb-black/","рекомендує цей товар","Користуюсь телефонами DOOGEE років 3-4. Ще коли в Україні вони не продавалися.Нормальна лінійка за адекватні гроші","Немає коментарів","рік і більше","В даний момент користуюсь моделлю N20. Збираюсь замінити на N40, бо всі параметри вищі."
"Смартфон DOOGEE X20 2/16GB Silver","5d40ee6699427fa6a09dcbb8467767ee","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/doogee-x20-216gb-silver/","рекомендує цей товар","Цена.Съёмный аккумулятор","Не до конца переведено меню! .Аккумулятор кушает по взрослому... при интенсивном использовании - приблизительно на 4-5 часов..Норовит перевести карту памяти под свои нужды (а если нет то вешает заставку - типа, вот ОНА) Такое поведение странно... а может я не до конца разобрался","кілька днів","Твердый бюджетник. Никаких изысков... работает да и ладно.
Последнее обновление 2018 год.
Неприятное - поленились перевести полностью меню настроек! Надо переводить шо б понять шо там - скорее всего функции очистки системы.
Да и еще одно - на аккумуляторе так и не нашел даты выпуска."
"Смартфон DOOGEE N30 4/128GB Misty White","6d0fdbd5695fd4266a8b92d9e21987e4","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/doogee-n30-4128gb-misty-white/","рекомендує цей товар","Телефон дуже добре тримае заряд","Нічого","кілька днів","Дуже класний теефон"
"Смартфон DOOGEE S60 Mineral Black","423c0ca281b80e31a24d4d19a9113c9f","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/doogee-s60-mineral-black/","рекомендує цей товар","В нём хорошо почти всё: 2 симки + 1 карта памяти, 6/64 Гб, что в целом немало, хотя он начинал уже чуточек подтупливать (мб достаточно было просто его откатить до заводских настроек, а мб железо устарело), 5580 мАч, чего поначалу хватало на двое суток почти, со временем просело и на день уже не хватало), диагональ 5,2, мне хватало, отличный PPI 424 (плотность пикселей на один дюйм, средний показатель 300-400, бюджетный 200-300, 400+ это у флагманов","Но.У него не лучшая камера, которую как-то можно крутить вертеть, тратя большую гору времени шерстя форумы 4пда и прочее, что делать я не готов.У него дурная прошивка, которая местами бесит.У него слишком легко нажимаются боковые кнопы, что тоже бесит.NFC не работает из-за толщины бронированного корпуса.И в целом он выпускался на 7 андроиде, и уже морально подустарел. То есть даже новый сейчас будет тупить, потому что андроиды не особо оптимизируют ос под старые системы.Бесят бесполезные строительные тулзы от китайцев, которые работают с погрешностью в 100% и выскакивают на зажимание кнопки PPT","рік і більше","Я не помню что происходило в ту ночь, но она стала для него последней. Ты держался хорошо всё это время, спасибо тебе."
"Смартфон DOOGEE S95 Pro 8/128GB Black","87e531251c00ed44814e60f679cadc6b","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/doogee-s95-pro-8128gb-black/","не рекомендує цей товар","хорошая идея модульной конструкции","к сожалению, телефон оказался очень хрупким. при заявленной ""ударопрочности"" при падении с 2м на бетон, стекло камеры треснуло через пару недель эксплуатации при падении с высоты 7 см в карман на зажигалку. а экран через пару месяцев при падении с высоты около 70 см. за весь мой предыдущий опыт эксплуатации ""неубиваемых"" телефонов разных брендов (уже лет 15, наверное) не было ни одной подобной поломки, телефоны менялись из-за морального старения, с этим же - дважды за два месяца","кілька місяців",""
"Смартфон DOOGEE X5 (Black)","e89800437e9df3e30a0ce309a591f018","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/doogee-x5-black/","рекомендує цей товар","Соотношение цены и качества.Стильный дизайн.Прочность экрана","Плохое качество камеры","рік і більше","В целом прекрасный смартфон, но имеются недостатки в камере. В остальном хорошо работает, сам по себе довольно большой и стильный. Также он несколько раз у меня падал, но дисплей довольно прочный"
