"name","ID","link","recommend","liked","disliked","experience","comment"
"Смартфон HTC U11 EYEs 4/64GB Black","9a1fc162d75f87090a466932475327f6","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-u11-eyes-464gb-black/","рекомендує цей товар","Отличный телефон с флагманской камерой, шикарным дизайном, отличной батареей, пользуюсь уже месяц, с активными месенджарами, соц сетями хватает заряда на полтора дня. Внешне один в один как u11 plus, только 2 фронтальные камеры, которые при хорошем освещении делают шикарные фото. В игры не играю, процессора хватает с головой. За месяц ни каких тормозов и глюков - HTC на высоте","Только позитивные эмоции","кілька місяців",""
"Смартфон HTC 10 32GB (Grey)","95a375b2456703b2e884ff0ccfb7b1fd","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-10-32gb-grey/","рекомендує цей товар","Отличный дисплей.Шустрый сенсор.Динамики.Звук в наушниках.Нет лагов.Тактильные ощущения.Ice view","Батарея.Carbon Grey легче всего царапается корпус","кілька місяців","На редкость сбалнсированное устройство за последнее время от HTC, в общем и целом телефоном доволен, из притензий батарея она хоть и номинально на 3000 мAч но реально даже при среднем использовании к вечеру остается 10-15 %. В остальном особо претензий нет, все плавно, четко, приятно, лично для меня отдельно выделю музыкальный процесор, звук через динамики, а особенно в хороших ушах просто потрясающий."
"Смартфон HTC 10 Lifestyle Camellia Red","59915522523411f29275beeb7b7cecdd","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-10-lifestyle-camellia-red/","не рекомендує цей товар","Неплохой","Нет радио","кілька годин","Нет радио. Это очень плохо."
"Смартфон HTC Desire 10 Pro Stone Black","39ee713fc08f9dca9fe2e048d5630d9f","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-desire-10-pro-stone-black/","не рекомендує цей товар","Достоинства: Строгий дизайн","Недостатки: Много. Если бы устройство стоило дешевле то это бы оправдывалось, но за такую стоимость - это переплата очень сильная","кілька місяців","Купил этот телефон. Итак, отзыв о HTC Desire 10 Pro .
В общем не советую.
1. Камера ужасная. Видео если снимать то шевелить рукой нельзя) так как видео начинает жутко тормозить и смазываться. Более того если в объектив попадают движущиеся объекты (машины, идущие люди) видео превращается в слайд шоу по сути. Это вообще возмутительно. Фотки.Фоткает она середнячок крепкий. Но лишь при хорошем свете, сумерки убивают полностью. Кто за камерой то проходите мимо.
2. Прошивка. Версия 6 Андроида и обновлений не предвидится никаких. Что странно ведь устройство то относительно новое. Хотя даже нынешняя прошивка шустрая, удобная и багов не замечено.
3. Батарея. Она средняя если сравнивать с нынешними устройствами среди которых мало имеют норм батареи. Ну на день НЕ активного пользования хватит, но не более того. Это если звонить изредка, часик в инете посидеть и минут 20 поиграть.
4. Корпус и дизайн. Ношу без чехла и без стекол защитных. Дизайн строгий и симпатичный. Это единственное достоинство телефона. Правда на задней крышке (пластмасса) постоянно следы/царапины остаются. Но они через время исчезают.
5. Слот для карт комбо. Можно только две симки вставить или же симка+карта памяти, что неудобно. Более того, слот можно открыть специальной открывалкой.
Радиомодуль 1, а значит когда разговариваете по одной симке то по другой вы поза зоной.
6. Рут ставиться проблемно, велик риск окирпичивания. Кастомов нету.
7. Экран хороший, все четко, ярко в меру. Тут без замечаний.
8. Производительность. Ну смотря для чего. Для игр так себе. Т.е. тяжелые игры с большим кэшем тормозят, но таких не так много. А вот приложения летают. По антуту менее 50 тыс. Ну за эту цену смарты от Асус набираю больше гораздо.
9. В общем лучше брать за эти деньги китаца (Сяоми, Леново) либо же если хочется бренда то Асус, там за эту цену и производительность и батарея и уж тем более камера лучше. Да Самсунг LG нормальные прошлогодние за эту цену лучше чем это."
"Смартфон HTC 10 32GB (Grey)","95a375b2456703b2e884ff0ccfb7b1fd","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-10-32gb-grey/","рекомендує цей товар","дизайн.-приятный на ощупь металлический корпус.-хорошее качество экрана.-быстро заряжается.-отличный звук в наушниках.-стабилизатор для видео.-сканер отпечатка пальца.-ни разу не тупил и не глючил за 6месяцев использования.-надежный) упал с высоты 1,5метра на плитку и только коцнулся угол,экран целый","иногда очень сильно перегревается.-звук из динамика не особо громкий","кілька місяців",""
"Смартфон HTC Desire 510 (White)","af0f23373c4d1476cdeec981013e9f35","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-desire-510-white/","рекомендує цей товар","Да","Нет","кілька годин",""
"Смартфон HTC U11 6/128GB Black (99HAMB123-00)","2f39988daec3676475b5328c0a10f601","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-u11-6128gb-black/","рекомендує цей товар","Супер крутая камера( лучшая в первой половине 2017 года).- Супер крутой звук ( HI-FI + стерео динамики).- Очень крутая селфи-камера.- Видео-камера (4K со звуком Hi-Res Audio).- Четыре всенаправленных микрофона","убрали второй дисплей (как в U Ultra).- не противоударный .- цена","кілька годин","Отдельно хочу выдилить систему управления жестами Motion Launch это очень преспективная штука. В комплекте очень качествинные уши, браво HTC, в этом году их флагман не хуже других топовых флагманов."
"Смартфон HTC U Ultra 64GB Black","8e3a530fc5b8281e09e73c4c7b36067c","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-u-ultra-black/","рекомендує цей товар","Реально лучший смартфон","Убрали старую добрую галерею и обычный родной музыкальный плеер","кілька тижнів",""
"Смартфон HTC U Ultra 64GB Black","8e3a530fc5b8281e09e73c4c7b36067c","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-u-ultra-black/","рекомендує цей товар","Двойной дисплей! (очень качественный дисплей).- Супер крутая камера( лучшая в первой половине 2017 года).- Супер крутой звук ( HI-FI + стерео динамики).- Очень крутая селфи-камера.- Видео-камера (4K со звуком Hi-Res Audio).- Четыре всенаправленных микрофона.- автономность","не водозащитный.- не противоударный .- цена (официал","кілька годин","HTC удивляет! Этот смарт идеал для меломанов,аудиофилов и любителей мобильной фотографии! Это один из лучших флагманов 2017 года!
Отдельно хочу выдилить систему управления жестами Motion Launch это очень преспективная штука. В комплекте очень качествинные уши, браво HTC, в этом году их флагман не хуже других топовых флагманов."
"Смартфон HTC One X10 Dual Sim Silver","32a3e2f2bc91e318d3460d1b0420eb21","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-one-x10-dual-sim-silver/","рекомендує цей товар","Батарея, экран, звук, дизайн, отпечаток пальца, Фирменная оболочка НТС Сенс, алюминиевый корпус","Цена, нету аксессуаров в Украине","кілька тижнів","Наконец то нашел и купил себе нормальный телефон, за полгода поиска уже сменил 4 аппарата, были и самсунг, леново, сони ценовой сегмент до 8-9 тыс. грн. .
Юзаю телефон уже больше недели. Собран тефлон в в Китае, хотя перед этим был HTC X9 он был собран в Тайване, но это не спасло его от возврата в магазин.
По плюсам пройдусь подробно:
1.	Батарея она просто тут шикарна, ее хватает на два дня со включённым инетом , яркость я все ставлю на автояркость или средний режим. Если пользоваться как я, если дома на роботе то у меня выключен вайфай в освном, если горит компьютер, там у меня настроен вайбер и почта. Как только я покидаю или выключаю комп будь где, сразу включается или вай фай или моб.инет в общем с таким развитием событий мне хватает на 3-4 дня. Звонков пока не сильно много, в среднем в день разговариваю по 30-40 минут, может час. Очень классная прога BOOST+ , которая позволяет настроить все приложения и автоматически удаляет все приложения из памяти, или можно вообще остановить их, так же подбирает разрешение к приложениям в общем круто помогает экономить батарею. Смартфон спит хорошо при выключенной геолокации и включенным инетом около 7-8% за ночь, если без инета то 4-5%, но это при полной настойке BOOST+. Если без настройки показатели хуже 10-14% и 8-9 % соответственно. Телефон заряжается за почти за 2 часа если от 15% до 100%. Здесь повышен ток, и обычная зарядка уже в машине не подойдет, ее нужно менять.
2.	Экран очень яркий, проблем на солнце с ним не было. Цвето передача очень хорошая, цвета все сочные. Был перед этим телефоном HTC X9, вернул его из-за экрана, и очень большой потребляемости батареи. Экран похож по качеству на Sony XA Ультра, который я тоже вернул чисто из-за батареи телефон не доживал и до конца дня, при среднем использовании.
3.	Звук, очень для меня главный аспект в телефонах, и здесь он на высоте: очень громкий и сочный. Очень переживал что здесь нету два динамика, как в HTC X9, хотя там звук как оказалось проигрывает рабочему Леново в громкости на пару ДБ, но он чище. По вибрации при звонке, она очень ощутима, но в моем старом НТС не помню какая модель, там она была по выше, но по сравнению с СОНИ она просто великолепна, звонок не пропустишь точно, даже если не услышишь звонка, хотя еще такого не было звонок я всегда слышу, что в машине в сумке при включенной магнитоле, или любом другом транспорте.
4.	Фирменная оболочка НТС Сенс, она как всегда самая лучшая, единственным для меня минусом, нельзя как раньше вывести виджет избранных номеров на экран, он сейчас переместился туда где набиратель номера и журнал звонков. Но я скачал другой виджет. Но все равно пользуюсь тем что в журнале звонков от НТС.
5.	Отпечаток пальца, он работает здесь идеально, хотя у меня не было телефона еще с такой фичей. Не разу не логало, за долю мс он срабатывает. Даже если руки мокрые.
6.	Дизайн очень красивый, особенно задняя панель, телефон и его нужно носить или без чехла или с прозрачным чехлом.
7.	Корпус монолитный алюминиевый, хотя мне так кажется что вставка по средине где отпечаток все таки с пластика.
По тому что нельзя отнести к минусу или плюсу.
1.	Камера, она тут нормальная но не чем не примечательная, в сони мне кажется по лучше будет в ценовом сегменте от 8 до 11 тыс. Хотя камера для меня не критичный аспект, мне какие-то документы сфоткать, цену например в магазине, заснять какой то прикол.
2.	Не много не правильно настроен датчик яркости экрана в темное время суток, когда вечер на улице темно, как ночь грубо говоря, очень тускловатя подсветка экрана, немного добавляю, но мне жена говорит что ей нормально, когда показываю, это наверное зависит от зрения человека.
По минусам:
1.	Самый главный минус это его стоимость - ЦЕНА, если честно я могу позволить себе телефон за такие деньги мне копить не надо. Пошел взял деньги с кассы купил. Но слава багу что телефон за такие деньги просто отличный и придраться по сути не к чему, но это 11 штук, моей маме на такой телефон нужно 2-2,5 месяца работать с ее зарплатой. Хотя курс в этом виноват. Но я успел еще купить за 9600 грн. вот это нормальная стоимость телефона, но все равно многовато, на следующий день ценник был уже 11 тыс. грн.
2.	Нет к нему аксессуаров на рынке вообще не каких. Жаль что не идет чехол в комплекте как в HTC X9. Я все заказывал в Китае.
В общем продукт рекомендую, у меня серебристо-белый вариант расцветки."
"Смартфон HTC One mini 601e (Silver)","36360b92cf76a50eb244386ec0ba8d99","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-one-mini-silver/","рекомендує цей товар","В общем оправдал мои ожидания","Не удобное размещение кнопки блокировки","кілька годин","Стала владельцем этого аппарата в начале мая, телефон имеет удобный размер, цвет, дизайн красивый, меню удобное. Экран хороший, углы обзора большие. Имеет 16 Гб встроенной памяти, имеет 2 ядра, но довольно быстро реагирует сенсор. Звук воспроизводится 2 динамиками, не очень громкий, как и обычно в телефонах HTC, есть функция стерео, что позволяет усилить громкость. Камера средняя, меня устраивает, так как для целей фотосъемки имею фотоаппарат. Не удобной показалось размещение кнопки блокировки телефона. В общем рекомендую телефон за довольно не высокую цену."
"Смартфон HTC One (M9) 32GB (Gunmetal Gray)","0e7beba33c74bf8f662ed016ae478dab","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-one-m9-gunmetal-gray/","рекомендує цей товар","Фронтальна камера чудова!знімає full hd.Основна в 4к знімати може і слов моушин відео!.- Швидкий,дуже швидкий,моментально грузить всі додатки..- Оперативна пам'ять lddr4,тримаэ додатки,не перегружаэ коли знов до них повертаюсь( хоча не всі).-Дизайн шик,в руках тримати одне задоволення.- Звук з зовнішних димаків радує.- В навушниках,відчутно,якщо включати функцію ""Dolby Audio"".- Екран,передає настйщі кольори,нічо не перенасичує","810 снапдрегон гріється,якщо запускати ""тяжкі""3д ігри.- батарея,одни день тримає або два,якщо тільки дзвінки..- Через блютуз-навушники ,функціонал долбі не включиш..- Основна камера,з авто настройками не супер,якщо побавитися ручними то можна дуже не погане фото зробити","кілька місяців",""
"Смартфон HTC Desire 630 Dual Sim (Sprinkle White)","a4238cfd3744fd19786812cd5083d00d","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-desire-630-dual-sim-sprinkle-white/","рекомендує цей товар","все кроме читаем ниже","две симки работают как хотят, хотят работают, хотят не работают","кілька днів",""
"Смартфон HTC One M7 802w Dual SIM (Silver)","09d4e7b3d9f2af9315b88765c85615a4","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-one-m7-802w-dual-sim-silver/","рекомендує цей товар","Телефонами 801 и 802 пользуется вся семья и уже 4 года все рады, все современные телефоны превратились в телефоны на сезон и поломки за поломкой. А эти были в свое время топовыми моделями и в 2014 было лучше качество. В наше время чем современней телефон тем больше там экономии и производитель заложил в него низкое качество, чтобы через год вы купили новый телефон..Достоинства: Надежность, простата использования, нет ненужного, мощный проц, удобен в руке и тд.Недостатки: Вес, но если учесть что телефон железный то это очень хорошо в наше время","Главное не купить китайский восстановленный (Refabrished","рік і більше",""
"Смартфон HTC Desire 610 (White)","f7f75291d6fc6966700a2083ff24d77e","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-desire-610-white/","рекомендує цей товар","вполне нормальный телефон с официальной гарантией, брал с целью для работы, GPS норм, камера для фотографирования всяких документов, конспектов, расписаний, музыка очень хорошо играет (в зависимости от наушников). сразу взял к нему чехол силиконовый","нет","кілька днів",""
"Смартфон HTC One 801e (Silver)","c6b25378a396c45c5be73576aba4c000","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-one-801e-silver/","рекомендує цей товар","Дизайн, хороший экран","нет","кілька годин","Покупал Смартфон HTC One 801e (Silver) покупкой доволен, в комплектации все было, телефон отличный."
"Смартфон HTC 10 32GB (Grey)","95a375b2456703b2e884ff0ccfb7b1fd","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-10-32gb-grey/","рекомендує цей товар","приємно вразили камери. фронталка вище всяких похвал, оптична стабілізація дуже доречна. основна значно краща, ніж очікував. така, як і має бути у флагмана. обігнати можуть лише окремі флагмани інших виробників..-  якісний звук у навушниках. динаміки також дуже непогані","чутливий до падінь корпус, фарба дуже легко відбивається. довелось вдягнути чохол, бо від двох падінь почав втрачати товарний вид. а сам телефон досить слизький","кілька місяців","для віртуальної реальності роздільної здатності все ще не вистачає. для якісного зображення потрібно 4K, не менше. але побавитись можна."
"Смартфон HTC Desire SV (Black)","fcef72de554e6d1d5d802b33eabec8a6","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-desire-sv-black/","не рекомендує цей товар","Вначале понравилось все, скорость работы не висло, в общем было все ок","через пару месяцев начал ""жить своей жизнью"" сам вырубался, перезагружался, не заряжался. Оказалось это все из за симки, причину так и не понял, без симки работал более менее, но все же   виснули приложение, мало че можно было скачать, так как андроид слабый, зарядка быстро заканчивалась","рік і більше",""
"Смартфон HTC One 801e (Silver)","c6b25378a396c45c5be73576aba4c000","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-one-801e-silver/","не рекомендує цей товар","процесор доволі швидкий","акумулятор слабий, після пів року почав глючити, гріється сильно при перегляді відео на Yutube і при цьому акумулятор сідає за пів години. гніздо мікро USB для підзарядки китай на всі 100. вже втратив свої влативості, то є контакт то нема - треба притримувати. Корпус не особливо міцний легко ламається разом зі склом. .КАТЕГОРИЧНО Не рекомендую марна витрата грошей. Жалкую що придбав","кілька місяців",""
"Смартфон HTC Desire 310 Dual Sim D310W (Navy)","c073f6991448c0dfd9348b02ad4ee9b6","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-desire-310-navy/","рекомендує цей товар","Дешевый.Легкий.Все есть.Рабочая лошадка.Камера, экран соответствуют цене","","кілька днів","Бюджетная модель. Хорошое качество."
"Смартфон HTC Desire V (Black)","f707aaffeb4dd0825b1137502b3809ff","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-desire-v-black/","не рекомендує цей товар","Дизайн,екран,камера","Через 7 місяців погас і більше не включився.Накрилась файлова система ремонт заміна материнської плати Продав на запчастини за 300 гр","кілька місяців",""
"Смартфон HTC Desire 601 Dual Sim (Black)","43fc00f29dea3b00a73fafb84c2e19a2","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-desire-601-dual-sim-black/","рекомендує цей товар","Батарея держит долго, при стандартном звонки/смс/вайбер/чуток соц сети дердит 2 дня, но это с одной симкой;.Громкие динамики;.Лаконичен в дизайне и приятен на ощупь","С памятью внутренней полная лажа 0,5 Гб свободных и нужно отключать все системные приложения которыми не пользуешься, чтобы телефон адекватно работал, чем забито 3,5Гб внутренней памяти не понятно, решения проблемы в сети не нашел;.Фронталка бесполезна практически;.Передняя камера долает хорошие снимки только при нормальном освещении","рік і більше",""
"Смартфон HTC Desire 600 Dual Sim (Black)","0fa7dadcd6d783e94fa1b6c9a67c0b65","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-desire-600-dual-sim-black/","не рекомендує цей товар","Дизайн экран,звук...все","время работы,скорость работы","рік і більше","Телефон работает уже 2года6 месяцев.Тупит сильно. Еще год ну отсилы 1,6 мес.Все в руках у вас дикий тормоз. Впадает в кому. Зимой вообще........Жалею, что купил за такие деньги, можно было выбрать лучше.У жены 400 модель она работает нормально.Возраст 2 года 3 мес..."
"Смартфон HTC One M7 802w Dual SIM (Silver)","09d4e7b3d9f2af9315b88765c85615a4","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-one-m7-802w-dual-sim-silver/","не рекомендує цей товар","Дизайн...Поддержка производителя. Звук динамиков","Автономность! Влияет наличие двух рабочих радиомодулей. 2300mAh-заявленных конечно там нет...1900 максимум. Так же батарею кушает и дисплей (не самсунговский супер амолед)... С чем я сравнивал: motorola razr m-рельных 2450mAh- батарея, Lenovo p780/p70A -с реальной ёмкостью 3870mA. Очень слабая батарея, для игр его даже не думайте использовать. Закос под огрызок проявился не только в дизайне, но и в времени работы... Что делают его обладатели ОТКЛЮЧАЮТ передачу данных (рубят мобильный нет), для 3G  сетей его использовать тоже Очень не логичный будет выбор! Батарея будет просто таять. Ну камера так себе... Чуть лучше чем SonyEricson k790i сайбер шот. И лучше чем у упомянутых выше аппаратов, но тоже не на много. Запрашиваемую цену однозначно не! стоит","рік і більше",""
"Смартфон HTC One 801e (Silver)","c6b25378a396c45c5be73576aba4c000","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-one-801e-silver/","не рекомендує цей товар","Серебристое покрытие очень устойчивое, хороший экран, звук","Пластиковая вставка по краю облазит, стекло лежит не ровно, буковки htc также, одна утоплена, другая возвишается, надпись битс аудио исчезла как будто ее и не было, камера плохо снимает ( во первых сенсор имеет цифровую обработку и приходится самому калибровать картинку, смотреть что больше сходиться по цвету, освещению, менять фокус, заливка фиолетом уже достала, настройки ничего не меняют, зум цифровой, в общем чтобы сделать фото нужно немало времени тикать в смартфон). Мое мнение - это не годится для топового смартфона","рік і більше",""
"Смартфон HTC One M7 802w Dual SIM (Silver)","09d4e7b3d9f2af9315b88765c85615a4","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-one-m7-802w-dual-sim-silver/","рекомендує цей товар","Дизайн, звук внешних динамиков, габариты","Камера, скользкий корпус, олеофобное покрытие дисплея, производительность, поддержка производителя","рік і більше","Первый телефон с металлическим корпусом и полосками из пластика для антенн.
По габаритам - это тот для меня максимум, при котором еще можно пользоваться одной рукой, а проблему расположения кнопки питания - считаю надуманной, хотя имеет место быть скользкость корпуса, по этой причине пару раз выпадал из рук, но обошлось несколькими вмятинами.

Экран с внушительным PPI, точек не видно, углы обзора великолепны, черный выцветает конечное, но не скажу,чтобы это сильно напрягало. Олеофобное покрытие есть, но стирается быстро, примерно через месяц появилось пятно, которое начало постепенно расширяться, выглядит это не очень.

Камера плохая, конечно если её оценивать как фото и видеокамеру, если как устройство которое помогает что-то зафиксировать, или совершить видеозвонок, то терпимо, видели и намного хуже. Полезная функция серийной съемки.

Производительность - 600 Snapdragon, этим всё сказано, уже старенький чип, и подлагивания в программах присутствуют. В интерфейсе телефона их нет, всё работает шустро. Хочу отметить надёжность Sens, ну не зависает вообще :) Заряда батареи в среднем хватало на полтора дня, ну если не сильно нагружать, если играть, например, в RealRace 3 - через пару часов ставь заряжать.

Внешние стереодинамики, наверное основная причина покупки мною сего девайса, на момент выхода телефона - это 100% лидер на рынке, играют действительно громко, хотя басов естественно нет, но ""нет"" чуть меньше, чем у других :) . 
Качества звука в наушниках оценить сложнее, могу сказать, что програмные фишки от Beats - маркетинг чистой воды, ничего кроме повышенного энергопотребления вы не найдёте. Комплектную гарнитуру даже можно слушать :)

Двухсимочность у него настоящая! Если сильно хочется, то можно позвонить самому себе :)

Я был очень удивлён отношением HTC к этой модели, обновления ПО выходят значительно позднее не двухсимочного, это касается и самого Android'a и оболочки Sens, и дальнейшая поддержка туманна.

Подводя итоги: не смотря на все мои ""фе"", рекомендую, очень хорошая машинка."
