"name","ID","link","recommend","liked","disliked","experience","comment"
"Смартфон Motorola Moto E13 2/64GB Cosmic Black (PAXT0034)","811fb2d06eb906192d86c843383aae7d","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/motorola-e13-264gb-cosmic-black-paxt0034rs/","рекомендує цей товар","Дизайн, акумулятор","Відсутність NFC","кілька місяців","Купувався телефон матері. Гарний екран, стійкий звʼязок, встановлюються більшість додатків і добре тримає акумулятор Для повсякденного використання, без сильних вимог те що треба. Серед недоліків можу віднести – це відсутність NFC. Але, в загальному, за свої гроші телефон не поганий."
"Смартфон Motorola Moto E13 8/128GB Cosmic Black (PAXT0079)","266ff24a9d721ac6c154d3eae201d5d1","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/motorola-moto-e13-8128gb-cosmic-black-paxt0079/","не рекомендує цей товар","Дешевий","Не працює OTG з UVC камерами та керування лазером для танцполів","кілька місяців","Екран так собі, але непрацюючий OTG просто робить цей телефон не вартим купівлі. Брав як додатковий смартфон для UVC: приймача аналогового FPV, зонда ендоскопа. І він не може виконати цю функцію, бо не може керувати підключеним USB пристроєм. Також не може керувати лазером для танцполу (LaserOS). Працює лише USB flash."
"Смартфон Motorola Edge 50 Neo 8/256GB Grisaille (PB310041)","0036d87838a462add49eaff0d4412c82","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/motorola-edge-50-neo-8256gb-grisaille-pb310041/","не рекомендує цей товар","компактний, непоганий по яркості єкран, на диво акумулятор непогано тримає, хоча і урізаний","Телефон лагае. Телефон з величезною кількістю брака.Телефон з купою багів в ОС","кілька годин","Оминайте цей телефон. Це чудова задумка яку повністю зламали недолугі інженери Lenovo/moto. 
З плюсів те ще він доволі компактний, непоганий по яркості єкран, на диво акумулятор непогано тримає, хоча і урізаний.
Все інше одні мінуси. 
Телефон лагае. Лагае при відкритті шторки, лагае при відкриті фото, лагае при збереженні фото. Я не розумію, як можна лагати при відкритті шторки на Demensiti 7300, я такого не бачила ніколи на інших телефонах.
Телефон з величезною кількістю брака. Сходить на інші магазини у відгуки або на форум 4pda, кількість скарг величезна.
В моєму випадку у телефона не працює швидка зарядка взагалі, брав тільки 10 Вт від зарядок з портом USB A, а від зарядок з power delivery USB C не заряджався взагалі, тупо вмикав вимикав зарядку безкінечно.
Магазин забрав на «експертизу» і на гарячий лінії сказали що мінімум 24 дня а то і більше будуть «ремонтувати», хоча не пройшло 14 дней з моменту покупки і мають повернути кошти за бракований товар.
Не купуйте цей телефон, він не коштує грошей яких за нього просять. У вас великий шанс отримати брак. Відсутність запчастин. Телефон з купою багів в ОС. За ці кошти повно конкурентів, менш проблемних.

Це другий і останній телефон від Lenovo для мене."
"Смартфон Motorola Moto G05 4/128GB Denim Blue (PB6L0051UA)","ea7162b501dbedaf985c764c9bef563e","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/motorola-moto-g05-4128gb-denim-blue-pb6l0051ua/","рекомендує цей товар","Екран, стерео динаміки, підтримка зарядки на 18w, селфі камера на 8мп (в конкурентів 5мп), основна камера на 50мп, чохол в комплекті","Хоч підтримується зарядка на 18w, виробник в комплекті поклав зарядне лише на 10w","кілька годин","Смартфон вартий уваги серед ультрабюджетників, оскільки за мінімальну вартість маємо нормальний IPS на 6,6 дюйма з HD+ розширенням (в конкурентів екран хоч і більший, та розширення таке ж, тому картинка гірша). Корпус просто казка, оскільки задню панель виконано під шкіру – виглядає дуже гарно та приємно на дотик. Вже фронтальна камера у формі кружечка а не краплі, звук явно кращий ніж в Realme C61, виробник на корпусі вказує що тут стереодинаміки Dolby Atmos. Камера основна на 50МП, знімки приблизноя як і у Realme C61. Процесор Helio G81 Extreme трохи слабший в Antutu від Unisoc T612, хоча GPU набирає тут більше балів від Unisoc, однак програє цей процесор Helio G85 як по CPU так і по GPU. Хоч оболонка в Moto аскетична, але мені дуже подобається, по факту тут чистий Android 15, пам’яті вільної з 4ГБ залишається майже 2ГБ, тож можна більш-менш комфортно запускати одночасно по декілька додатків. В комплекті є силіконовий чохол, кабель та зарядка на 10W, хоча смартфон підтримує 18W. Загалом Moto G05 це щось середнє між Realme Note 60 та Realme C61, оскільки хоч оперативки тут лише 4ГБ (як у Note 60), однак корпус однозначно гарніший обох, фронталка у формі кружка на 8Мп, є стереодинаміки, підтримує 18W проти 15W (хоча в Realme C61 в комплекті зарядка потужніша –  на 15W), а ціною коштує як Note 60, в якого немає жодних з цих переваг. Тож якщо вибір між Moto G05 чи Realme Note 60 – однозначно Moto, а якщо зацікавлені Realme C61, то тут матимете 6ГБ оперативки і трошки потужніший Unisoc T612, однак гіршу селфі-камеру, підтримку повільніших зарядок, відсутність стереодинаміків та корпус далеко не такий шикарний як у Moto G05."
"Смартфон Motorola Edge 50 Pro 12/512GB Luxe Lavender","ac2c8116f4e7db0bcbbd65032e6dc300","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/motorola-edge-50-pro-12512gb-luxe-lavender/","рекомендує цей товар","Комплектація, стереозвук, надшвидка зарядка, дизайн, захист ІР68","Матеріали корпусу, камери","кілька місяців","Моторола завжди відрізнялась оригінальним дизайном який добре запам'ятовується, проте корпус із пластику та камери явно не преміум варіант"
"Смартфон Motorola Edge 50 Ultra 16/1TB Forest Grey (PB0Y0032)","e1051717c5cf6b80866c2f58844eb198","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/motorola-edge-50-ultra-161tb-forest-grey/","рекомендує цей товар","Все","Нема","кілька днів","Ціна завелика. А так флагман на висоті. Моторола  пристрій такого рівня мабуть вперше робить. Після такого спаду і качелей так піднятись !!! Це потребує поваги! Респект! Так тримати й надалі! ✌️? Рекомендую без вагань!"
"Смартфон Motorola Edge 50 Neo 8/256GB Latte (PB310043)","7199240eda2434d4b99903d4edadd361","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/motorola-edge-50-neo-8256gb-latte-pb310043/","не рекомендує цей товар","Красивий телефон, компактний","Телефон постійно фризить, при включеному режимі автоматичної яскравості взагалі неможливо работати","кілька тижнів","Красивий телефон, непогана камера в цій ціні. При купівлі одразу оновився до нового андроїду і почалися постійні лаги. Особливо з екраном. Часто зависає інтерфейс, іноді взагалі хвилин на 20-30 нереагує ні на що. Сподіваюся що з оновленнями щось виправлять, но наразі телефон жахливий в користуванні."
"Смартфон Motorola Moto E13 8/128GB Cosmic Black (PAXT0079)","266ff24a9d721ac6c154d3eae201d5d1","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/motorola-moto-e13-8128gb-cosmic-black-paxt0079/","рекомендує цей товар","Великий та яскравий екран, чудовий дизайн, автономність, гучний динамік, ціна","Unisoc Т606 ще слабший від Helio G85, тож невідомо на скільки вистачить потужності","кілька тижнів","Бюджетний телефон, однак основні функції виконує без проблем. Екран на сьогодні стандартний - 6.5 дюйма, процесор   Unisoc T606 трохи слабший від найпоширенішого серед бюджетників Helio G85 чи Unisoc Т612. Під екраном трохи великий “піборідок”, а так рамки довкола невеликі як для телефонів такого класу. І на упакування і на самому корпусі вказано, що динамік з підтримкою Dolby Atmos, однак якогось особливого звучання немає, як на мене звичайнісінький звук як і у решти телефонів. Слот на дві сімки і карту пам’яті, має джек 3.5мм, камери слабенькі, хоча квіти на підвіконні зфоткати зможе мам чи бабуся та вислати подружці - в сам раз. Має захист IP54, NFC немає, Wi-Fi 2,4 та 5 ГГц, 802.11 ас. З його потужністю найкраще підходить для бабусь/дідусів чи стареньких батьків, для дітей молодших класів - для ігор слабенький, однак коли загублять чи розіб’ють - не так шкода."
"Смартфон Motorola Moto G04s 4/128GB Satin Blue (PB360042)","5fa6b6186f8a29ae5c52314d1c555c75","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/motorola-moto-g04s-4128gb-satin-blue-pb360042/","рекомендує цей товар","Майже чистий Андроід, через це і брав.Непоганий звук та екран.Висока частота оновлення екрану","Баг із зарядкою при захисті від перезаряду","кілька місяців","Оскільки сподобалась модель G14, вирішив взяти мамі G04s. Бюджетний хороший телефон, все влаштовує. Але такий самий баг із зарядкою: при ввімекненій функції захисту від перезаряду телефон не починає заряджатися при під'єднанні кабелю навіть коли заряд нижче 18%. Доводиться в налаштуваннях вимикати-вмикати кожного разу. Некритично, але незручно.
Камера посередня"
"Смартфон Motorola G14 8/256GB Sky Blue (PAYF0040)","057d054989d574c9ac033f77bf703608","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/motorola-g14-8256gb-sky-blue-payf0040/","рекомендує цей товар","Майже чистий Андроід, через це і брав.Непоганий звук та екран.Достатньо оперативної та внутрішньої пам'яті","Баг із зарядкою при захисті від перезаряду","рік і більше","В цілому задоволений, працює добре. Спочатку збивалися рінгтони на дефолтні, але з оновленням виправили. Не виправили лише одне: при ввімекненій функції захисту від перезаряду телефон не починає заряджатися при під'єднанні кабелю навіть коли заряд нижче 18%. Доводиться в налаштуваннях вимикати-вмикати кожного разу. Некритично, але незручно.
Камера посередня
Хороший бюджетний апарат"
