"name","ID","link","recommend","liked","disliked","experience","comment"
"Планшет Samsung Galaxy Tab A9+ 8/128GB Wi-Fi Graphite (SM-X210NZAE)","945be8907d007972e90e9b323cbffa84","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-a9plus-wi-fi-8128gb-graphite-sm-x210nzae/","рекомендує цей товар","надійний виробник","не завадила б більша батарея","кілька місяців","Брали для навчання, але його час ще не настав, тому використовується для ігор, відео та різного роду навчальних застосунків. Враховуючи, що це перший планшет, то враження здебільшого приємні, малий задоволений, та й мені для серфінгу в неті достатньо з головою. Хоча після 120 Гц екрану на телефоні місцями сіпається око разом з картинкою екрану ^_^ Що до часу роботи, то очікував більшого.. зараз майже завжди двічі на день буває на зарядці, але тут уточню, що намагаємось не розряджати нижче 30%, та не заряджати на 100 (особливо на ніч, лише до 80-85%)"
"Планшет Samsung Galaxy Tab S9+ 12/256GB Wi-Fi Graphite (SM-X810NZAA)","4f636a85ad2b3f1ad58e980ce12de1c3","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-s9plus-12256gb-wi-fi-graphite-sm-x810nzaa/","рекомендує цей товар","Якість, відомий бренд, комплектація","Слабкий акумулятор, камери низького рівня","кілька тижнів","Непоганий планшет від південокорейського виробника, який цілком виправдовує свою ціну, навіть не дивлячись на слабкий АКБ та камери рівня ""аби було"""
"Планшет Samsung Galaxy Tab S6 Lite 2024 4/128GB Wi-Fi Grey (SM-P620NZAE)","e0f83d54cd6fd2d02ad1f2371d359073","https://hotline.ua/ua/computer-planshety/samsung-tab-s6-lite-2024-4128gb-wi-fi-grey-sm-p620nzae/","рекомендує цей товар","Чудовий екран, дуже непогані динаміки","суттєвих недоліків не виявлено","кілька тижнів","Для тих, хто збирається брати даний планш для малювання - беріть. Малювати можна і треба, наприклад, серед дюжини програм для малювання, якими можна абсолютно вільно користуватись, під нього добре оптимізований кліп студіо, який дозволяє повноцінно працювати з псд. Зображення розміром 5-6к пікселів з одної сторони тягне на диво непогано.
Стилус дуже класний по чутливості і натиску, втім має свої нюанси. Він тоненький, тож, під час довготривалого використання може бути трохи дискомфортно. Він трохи тонший за звичайний олівець (це легко пофіксити купивши йому силіконову ""шкурку"" у китайців). Кнопка абсолютно врівень з корпусом, тож інтуїтивно її натискати (як під час роботи з графічним планшетом) не вийде, але це, можливо, справа звички.
В іншому, як для роботи поза домом - те, що треба.
Для тих, хто планує дивитись на ньому кінце чи ютубчик - беріть. Екран топовий, звук взагалі вогонь, динаміки приємно вразили.
Для ігор - не знаю, не використовував.
Камера - посередня, але прийнятна. Зафоткать собі референс вистачить."
"Планшет Samsung Galaxy Tab A9 8/128GB Wi-Fi Graphite (SM-X110NZAE)","930dc33985d26f9d1b5275db8978bb57","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-a9-wi-fi-8128gb-graphite-sm-x110nzae/","рекомендує цей товар","Оптимальний розмір, якість корпуса, остання ос","камера, вона просто є","кілька днів","Непоганий варіант для середніх задач - серфити в інтернеті, відео, трохи ігор. Оптимальний варіант при виборі батьків для дитини - бренд (якась впевненість в підтримці, якості виконання і тд), розмір (не великий, але і більший за смартфон)
Середній час роботи 3-4 дні при навантаженні 3-4 години в день
Корпус металевий, приємний оку, але відразу в чохол, встиг впасти на підлогу, але по дотичній, пошкоджень не виявлено, але вислизає з рук і далі ризикувати не хотілось
Камера - достатня для навчання і посереднього зв'язку, не більше
Швидкість роботи - не дратує"
"Планшет Samsung Galaxy Tab S9 8/128GB Wi-Fi Graphite (SM-X710NZAA)","bc6dfd0a6c8af4c766fe3b07193aa3a6","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-s9-8128gb-wi-fi-graphite-sm-x710nzaa/","рекомендує цей товар","Швидкій, потужний гарний звук","Ціна","кілька тижнів","В родині вже використовувались S5e, S4 та навіть S3 у молодшої для мультиків та малювання. Ну і вони досі доволі пристойно виглядали. Але ж звісно після користування S9, є відчуття що дітям теж треба буде оновлювати планшети. Бо він прям дуже помітно кращій. Особливо прикольно, що взагалі немає навіть мінімального лагу на будь який швидкості пера (тільки в деяких сторонніх програмах, але то вже їх проблема).
А ще можу додати що його рідний чохол - теж дуже корисна та якісна річ, але нажаль його немає у комплекті, купував окремо."
"Планшет Samsung Galaxy Tab A9+ 8/128GB Wi-Fi Graphite (SM-X210NZAE)","945be8907d007972e90e9b323cbffa84","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-a9plus-wi-fi-8128gb-graphite-sm-x210nzae/","рекомендує цей товар","Лучшее сочетание цены и качества","Нет такого","кілька місяців","В использовании 6 месяцев!
Металлический корпус.
Лучшее сочетание цены и качества.
Процессор Snapdragon 695 один из самых производительных в 6й серии. 8гб ОЗУ и 128гб встроенной памяти.
11 дюймов экран с тонкой рамкой. Достаточно компактный. Аналогов просто не нашёл ща такую цену."
"Планшет Samsung Galaxy Tab A9+ 4/64GB Wi-Fi Graphite (SM-X210NZAA)","02993dfe71c95dd39f4c639fea525c78","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-a9plus-wi-fi-464gb-graphite-sm-x210nzaa/","рекомендує цей товар","Зручний планшет для навчання та перегляду мультиків чи фільмів, зручний у використанні, камера працює справно, фотографії виходять гарної якості","Все подобається","кілька місяців","Зручний планшет для навчання та перегляду мультиків чи фільмів. Зручний у використанні, камера працює справно, фотографії в ходять гарної якості. Дизайн гарний, яскравість регулюється. Дитині вистачає заряду на день (дистанційне навчання, перегляд навчального матеріалу та перегляд фільмів). Зручно та легко користуватися, все зрозуміло. Дитині подобається, вона має власний гаджет не тільки для навчання, а й для спілкування з друзями. Якість та вартість мене влаштовує повністю."
"Планшет Samsung Galaxy Tab S9 FE Wi-Fi 6/128GB Gray (SM-X510NZAA)","a9623c1d7d471ebc14e9d889622aa8cf","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-s9-fe-wi-fi-6128gb-gray-sm-x510nzaa/","рекомендує цей товар","Якість екрану, швидкодія, дизайн","суттєвих недолків не виявлено","кілька тижнів","Екран: що разу до мене в руки потрапляють кращі і кращі екрани в пристроях, і тут, поки, найкращий екран який я бачив) дуже яскравий (600ніт) з хорошими кольорами, від різних приколюх очі не змучуються зовсім) 90гц - добре, плавність є)

Звук: я очікував, що буде на рівні з хіаомі дорожчого сегменту, а виявилось, що навіть дотягують до Ipad) а там дійсно хороший звук

Батарея: поки не вбив, вистачить посидіти цілий день на 20-30% яскравості, з включеним WiFi. Якщо по 2-3годинки в день, то вистачить на 3-4 дня

Стилус: для малювання він ок, для новачка шикарно) сила натиску є, малювання під кутом є, що ще треба? Хіба щоб інший кінець був стирачкою)) але безБлютузний стилус із такою якість вже топ)

Стилус не для малювання: швидкі нотатки на виключеному екрані - кайф, з спірних мінусів те, що кожен може робити їх) також самасунг імплементнула розпізнавання рукописного тексту, і мені більш зручно писати ""від руки"", аніж набирати букви) проте працює ""ок"", йому важко розуміти пишу я друкованими укранськими чи англійськими буквами, а от писані розпізнає краще

Функціонал та екосистема: був би телефон Самасунг, було би більше приколів із синхронізацією) а так, кастомні програми хороші)

Водо/пило захист: його можна мити під краном, це добре) вже раз помив)

Продуктивність: поки що працює добре, не глючить. Очікую, що оновленнями Samsung погіршить швидкодію за 2 роки) нагріваєть під навантаженням в міру, відчутно рукою тепло."
"Планшет Samsung Galaxy Tab A9+ 8/128GB Wi-Fi Graphite (SM-X210NZAE)","945be8907d007972e90e9b323cbffa84","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-a9plus-wi-fi-8128gb-graphite-sm-x210nzae/","рекомендує цей товар","Ціна, діагональ екрану, зручний в повсякденному користуванні, не лагає, добре тримає батарею","суттєвих недоліків не виявлено","кілька тижнів","Взяв цей планшет, бо потрібен був пристрій на андроїді для тестування мого додатку на цій операційній системі. Брав тільки під цю задачу, тож не вибирав із дорогих моделей.
Але планшет мене здивував, тепер я користуюсь ним для перегляду контенту - відео, фільмів, електронних книг та серфінгу в інтернету. Всі ці задачі на цьому планшеті виконувати зручно, нічим не гірше ніж на моєму айпаді. Сподобалось, що навіть синхронізацію з айфону/айпаду було запропоновано під час першого включення. Дуже зручно.
Якість картинки після айпаду не вражає, але цілком адекватна. Батарею тримає добре, 50% заряду мені вистачило, щоб подивитись двохгодинний фільм, і ще 17% залишилось.
Звук гучний, динаміки не хриплять, середньої якості, для відео-контенту чудово, музику слухати не дуже.
Еірподси конектяться без проблем, зв’язок не переривається. Трошки протестив в іграх, щось типу Subway Surf грається чудово, плавно та без лагів. Під важкі ігри напевно має сенс взяти планшет подорожче.
В цілому мені подобається, за свої гроші чудовий пристрій"
"Планшет Samsung Galaxy Tab S7 FE 4/64GB Wi-Fi Black (SM-T733NZKA)","22e47cd696989074f954082fa235a5be","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-s7-fe-464gb-wi-fi-black-sm-t733nzka/","рекомендує цей товар","Великий екран, довго тримається заряд","суттєвих недоліків не виявлено","кілька тижнів","Чудовий планшет. Користуюсь понад рік. Нарікань, зауважень немає. Думав 4ГБ оперативної пам'яті буде мало, але досі про її брак нагадувань немає. Застосовую в основному для читання, а також для перегляду інтернет-сторінок. Працює спритно. Є із чим порівняти. Планшетом дуже задоволений! І все ж таки не зрозуміло, чому в характеристиках на сайті Алло тут, та й на інших джерелах, вказаний процесор Qualcomm Snapdragon 750G? Цей процесор у версії з LTS, тобто. з цією картою. А в цій версії вбудований процесор Qualcomm Snapdragon 778G, що на 200 тис. балів вище під час перевірки у додатку an-tu-tu, ніж із LTE версією. Дисплей не Амолед, а звичайний IPS, яскравий, насичений. Кольори передає чудово, не гірше ніж Амолед. Загалом про вибір не шкодую дуже задоволений. Досі тішить."
"Планшет Samsung Galaxy Tab A9 8/128GB LTE Graphite (SM-X115NZAE)","1ced820d29971042a018633bba353ac7","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-a9-lte-8128gb-graphite-sm-x115nzae/","не рекомендує цей товар","Якість збірки, швидкодія, розмір екрану","Якість TFT матриці на такому екрані читати погано","кілька днів","Все інше крім екрану тут добре Але Екран TFT

Якість TFT матриці на такому екрані читати дуже погано шоб там блогери топові неговорили але це TFT екран відео на ньому дивитись нормально але шрифт не зовсім чіткий (коли дивишся в магазині начебто все нормально і цього непомічаєш) але коли приносиш додому і читаєш текст то очі починають боліти такого на IPS матрицях немає.

Я пробував змінювати кольори і нашаштовувати екран але невийшло. Тому повернув назад в магазин.

Тому хто як і я не тільки Ютуб дивиться але й читає нерекомендую. Якби не екран планшет був би хороший 1000 раз подумайте а потім ше 10999 раз подумайте TFT матриця назва Samsung того неварта того шоб таким екраном користуватися. Я дуже розчарований."
"Планшет Samsung Galaxy Tab A9 8/128GB Wi-Fi Graphite (SM-X110NZAE)","930dc33985d26f9d1b5275db8978bb57","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-a9-wi-fi-8128gb-graphite-sm-x110nzae/","рекомендує цей товар","Процесор Helio G99, 8ГБ оперативної пам'яті, металевий корпус, бренд А-класу, ціна","Відсутність зарядки в комплекті, екран TFT (хоча для мене це не великий мінус","кілька місяців","Дуже хороший планшет, компактний, із потужним процом (в мене смартфон теж має Helio G99, граю у все, в що душа забажає). Використовую для You Tube, почитати новини, для відеозв’язку – для таких цілей підходить суперово. Трохи маленький екран в порівнянні з теперішніми планшетами, але я такий і шукав, щоб зручно було брати на роботу. Також варто врахувати, що екран TFT, батарея теж в інших планшетах більша, а тут через невеликі розміри всього 5000мАг, металевий корпус, поставив розблокування по обличчю – спрацьовує завжди нормально. Гарний планшет, хто хоче Samsung з 8ГБ оперативи і потужним процом – цей планшет буде найкращим, бо за такі гроші таку потужність не знайдеш."
